site,year,month,ppt,tmin,tmean,tmax,vpdmin,vpdmax,vpdmean
HM6,2003,4,90.63,-4.3,3.3,10.8,1.34,10.59,5.965
HM6,2003,5,38.46,-0.4,7.5,15.3,1.14,13.9,7.52
HM6,2003,6,104.11,3.3,10.6,18,1.25,13.97,7.61
HM6,2003,7,42.16,7.7,17.2,26.6,3.67,28.41,16.04
HM6,2003,8,104.07,7.4,15.4,23.4,2.1,21.1,11.6
HM6,2003,9,19.56,1.2,9.2,17.2,1.66,15.05,8.355
HM6,2003,10,12.74,-1.2,7.1,15.4,2.51,15.22,8.865
HM6,2003,11,6.94,-8.8,-2.4,4.1,1,6.27,3.635
HM6,2003,12,21.15,-11.5,-3.8,3.8,0.93,6.63,3.78
HM6,2004,1,27.82,-12.1,-5.5,1.2,0.99,5.44,3.215
HM6,2004,2,46.7,-14,-6.6,0.7,0.5,4.85,2.675
HM6,2004,3,17.27,-5.5,1.8,9.1,1.56,10.03,5.795
HM6,2004,4,100.01,-4.2,2.3,8.8,1.02,8.37,4.695
HM6,2004,5,23.52,-0.3,8,16.3,2.05,15.76,8.905
HM6,2004,6,84.77,2.6,10.7,18.9,1.53,16.44,8.985
HM6,2004,7,116.39,5.6,13.4,21.2,1.58,18.14,9.86
HM6,2004,8,89.54,4.8,12.6,20.3,1.7,16.52,9.11
HM6,2004,9,32.11,2.6,10.4,18.1,2.43,17.82,10.125
HM6,2004,10,35.91,-1.6,5,11.6,1.09,10,5.545
HM6,2004,11,56.53,-7.8,-1.4,5,0.93,6.36,3.645
HM6,2004,12,16.79,-10.4,-3.9,2.7,0.98,5.59,3.285
HM6,2005,1,43.14,-8.3,-1.8,4.7,0.91,6.38,3.645
HM6,2005,2,2.65,-9.9,-3.2,3.6,0.75,5.62,3.185
HM6,2005,3,54.61,-9,-2,5,0.77,6.58,3.675
HM6,2005,4,164.18,-4.3,2.8,9.9,1.1,9.59,5.345
HM6,2005,5,35.67,0.3,7.8,15.3,1.41,13.8,7.605
HM6,2005,6,50.04,4.2,11.9,19.6,1.94,18.08,10.01
HM6,2005,7,22.22,7.8,16.6,25.3,4.32,27.65,15.985
HM6,2005,8,98.31,6.8,14.2,21.6,2.08,18.6,10.34
HM6,2005,9,19.24,3.9,11.9,20,2.53,18.51,10.52
HM6,2005,10,58.52,-1.1,6.2,13.5,1.52,12.11,6.815
HM6,2005,11,16.75,-6.5,0.2,6.9,1.67,8.23,4.95
HM6,2005,12,18.84,-11.6,-5.7,0.2,0.95,4.67,2.81
HM6,2006,1,19.47,-9.6,-2.9,3.7,1.2,6.43,3.815
HM6,2006,2,10.44,-12,-5,1.9,1.02,5.88,3.45
HM6,2006,3,38.62,-8.1,-1.4,5.2,1.18,6.97,4.075
HM6,2006,4,32.58,-2.9,4.9,12.8,1.94,12.83,7.385
HM6,2006,5,16.3,1.3,9.1,17,2.1,16.12,9.11
HM6,2006,6,49.04,6,14.3,22.6,3.74,23.03,13.385
HM6,2006,7,167.23,9.1,16.1,23,2.56,20.3,11.43
HM6,2006,8,106.72,7.8,14.3,20.7,1.32,15.78,8.55
HM6,2006,9,81.61,1.5,8.2,14.9,1.48,12.65,7.065
HM6,2006,10,107.25,-1.8,4.8,11.3,1.56,10.21,5.885
HM6,2006,11,15.11,-6.9,0,6.8,1.63,8.25,4.94
HM6,2006,12,101.92,-10.8,-4.7,1.4,0.83,4.59,2.71
HM6,2007,1,38.62,-13.8,-7,-0.1,0.83,4.56,2.695
HM6,2007,2,23.03,-10.3,-4.2,2,0.93,5.35,3.14
HM6,2007,3,35.26,-5.1,1.6,8.2,1.3,8.97,5.135
HM6,2007,4,136.75,-4.3,1.8,7.9,0.79,7.5,4.145
HM6,2007,5,101.97,0.7,7.5,14.3,1.14,11.65,6.395
HM6,2007,6,29.74,4.5,12.5,20.4,2.68,19.45,11.065
HM6,2007,7,75.1,8.5,16.2,23.8,2.68,21.86,12.27
HM6,2007,8,127.53,8.8,16.2,23.6,2.13,21.05,11.59
HM6,2007,9,18.43,4.6,12,19.5,2.12,17.14,9.63
HM6,2007,10,38.41,-1.2,6.4,14,2,13.64,7.82
HM6,2007,11,8.41,-5.6,1.3,8.2,1.86,9.55,5.705
HM6,2007,12,26.99,-12.2,-6.6,-0.9,0.69,3.91,2.3
HM6,2008,1,33.32,-14.3,-8,-1.7,0.71,4.01,2.36
HM6,2008,2,31.88,-11.7,-5.3,1.1,0.58,4.75,2.665
HM6,2008,3,36,-9.9,-2.9,4.1,0.81,6.39,3.6
HM6,2008,4,49.19,-7,0.6,8.3,1.41,9.25,5.33
HM6,2008,5,46.57,-0.8,6.7,14.1,1.38,13.19,7.285
HM6,2008,6,16.14,4,12.2,20.4,2.82,20.26,11.54
HM6,2008,7,21.86,7.9,16.3,24.6,3.4,24.81,14.105
HM6,2008,8,133.08,6.8,14.7,22.6,2.2,21.03,11.615
HM6,2008,9,37.63,2.6,10.5,18.4,1.52,15.57,8.545
HM6,2008,10,30.48,-1.7,5.8,13.3,2.11,12.56,7.335
HM6,2008,11,17.58,-5.7,1.3,8.4,1.43,8.93,5.18
HM6,2008,12,43.62,-11.9,-5.2,1.6,0.57,4.93,2.75
HM6,2009,1,23.13,-9.3,-3.2,2.9,1.23,5.95,3.59
HM6,2009,2,10.99,-9,-2.1,4.9,1.09,7.11,4.1
HM6,2009,3,28.62,-7,-0.2,6.6,1.55,8.4,4.975
HM6,2009,4,149.87,-5.1,1.3,7.6,0.93,7.84,4.385
HM6,2009,5,108.17,1.5,8.6,15.7,1.37,13.18,7.275
HM6,2009,6,87.87,4.5,11.5,18.5,1.49,15.59,8.54
HM6,2009,7,124.79,7.4,15.2,23,2.67,21.8,12.235
HM6,2009,8,41.22,6,13.9,21.9,2.26,20.18,11.22
HM6,2009,9,69.3,3.3,10,16.8,1.54,13.93,7.735
HM6,2009,10,113.34,-4.8,1.9,8.7,0.94,8.67,4.805
HM6,2009,11,24.86,-5.2,1.4,8,2.18,9.26,5.72
HM6,2009,12,16.97,-13.7,-7.8,-2,0.84,3.98,2.41
HM6,2010,1,5.9,-9.8,-3.9,2,1.3,5.34,3.32
HM6,2010,2,34.78,-12.8,-6.6,-0.4,0.76,4.09,2.425
HM6,2010,3,74.33,-8.5,-1.5,5.6,1.2,7.13,4.165
HM6,2010,4,113.03,-3.3,3.2,9.7,1.12,9.43,5.275
HM6,2010,5,44.86,-0.5,6.6,13.6,1.55,12.69,7.12
HM6,2010,6,21.51,5.9,13.8,21.6,2.89,21.09,11.99
HM6,2010,7,118.43,7.9,15.7,23.5,2.6,22.12,12.36
HM6,2010,8,90.34,7.3,14.8,22.3,2.2,18.64,10.42
HM6,2010,9,3.93,4.5,13,21.5,3.26,21.57,12.415
HM6,2010,10,23.42,-0.6,6.3,13.2,1.5,11.94,6.72
HM6,2010,11,20.24,-7.8,-1,5.8,1.56,7.91,4.735
HM6,2010,12,7.06,-7.8,-1.4,5.1,1.17,6.44,3.805
HM6,2011,1,15.57,-11.3,-5,1.4,1.01,5.18,3.095
HM6,2011,2,36.88,-12.8,-6.3,0.2,1.05,5.33,3.19
HM6,2011,3,13.39,-6.2,1,8.1,1.22,8.92,5.07
HM6,2011,4,49.86,-4.1,3.3,10.6,1.18,10.12,5.65
HM6,2011,5,60.28,-1.1,5.7,12.5,1.15,11.12,6.135
HM6,2011,6,23.02,5.1,13.7,22.2,3.44,22.7,13.07
HM6,2011,7,90.46,9.1,16.9,24.6,2.2,22.76,12.48
HM6,2011,8,91.42,8.7,16.4,24.1,2.97,22.71,12.84
HM6,2011,9,82.73,4,11,18,2.12,15.03,8.575
HM6,2011,10,53.43,-1.7,5.4,12.4,1.76,11.36,6.56
HM6,2011,11,14.03,-6.6,-0.2,6.2,1.79,7.86,4.825
HM6,2011,12,38.12,-11.4,-5.1,1.3,1.07,5.06,3.065
HM6,2012,1,7.28,-8.4,-2.2,4,1.55,6.55,4.05
HM6,2012,2,39.92,-12,-5.5,1,0.72,4.81,2.765
HM6,2012,3,3.96,-4.7,2.7,10.1,2.36,11.44,6.9
HM6,2012,4,81.32,-1.8,5.5,12.9,1.71,12.45,7.08
HM6,2012,5,35.75,0.6,8.6,16.6,2.16,15.95,9.055
HM6,2012,6,9.22,6.9,15.5,24.2,4.74,26.24,15.49
HM6,2012,7,105.14,9,16.7,24.4,3.05,22.98,13.015
HM6,2012,8,17.98,7.7,15.5,23.3,3.14,22.29,12.715
HM6,2012,9,58.22,3.8,11.3,18.8,2.97,16.56,9.765
HM6,2012,10,21.8,-2.2,5.1,12.4,1.96,12.01,6.985
HM6,2012,11,1.88,-4.6,2.5,9.6,2.43,10.55,6.49
HM6,2012,12,9.3,-10.2,-4,2.1,1.41,5.68,3.545
HM6,2013,1,4.03,-11.6,-5,1.7,1.26,5.92,3.59
HM6,2013,2,32.74,-12.1,-5.6,0.9,1.01,5.05,3.03
HM6,2013,3,27.56,-8.5,-1.4,5.8,1.23,7.53,4.38
HM6,2013,4,28.07,-6.6,0.7,8,0.94,9.04,4.99
HM6,2013,5,65.78,0,7.1,14.1,1.73,13.21,7.47
HM6,2013,6,27.83,5.3,14.1,22.9,3.7,24.23,13.965
HM6,2013,7,76.2,8.5,15.6,22.7,1.83,19.87,10.85
HM6,2013,8,108.97,8.2,15.4,22.6,2.78,19.95,11.365
HM6,2013,9,159.63,6.4,12.6,18.8,2.28,14.87,8.575
HM6,2013,10,10.04,-2.4,4.4,11.2,1.47,10.74,6.105
HM6,2013,11,7.14,-6.2,0.2,6.5,1.29,7.95,4.62
HM6,2013,12,11.61,-11.1,-4.9,1.3,1.17,5.56,3.365
HM6,2014,1,17.56,-10.4,-4.1,2.1,1.19,5.59,3.39
HM6,2014,2,21.61,-10.3,-4.2,1.9,0.89,5.44,3.165
HM6,2014,3,35.21,-7.4,-0.1,7.1,1.07,8.23,4.65
HM6,2014,4,66.72,-4.5,2.4,9.3,1.12,9.2,5.16
HM6,2014,5,94.74,0.1,6.7,13.3,1.25,11.47,6.36
HM6,2014,6,23.07,5,13.1,21.1,2.43,19.61,11.02
HM6,2014,7,133.09,8.9,16,23,2.45,19.55,11
HM6,2014,8,74.62,7.4,14.1,20.9,1.35,15.85,8.6
HM6,2014,9,28.89,5.2,12.3,19.5,1.62,15.25,8.435
HM6,2014,10,73.52,0.1,6.9,13.7,1.88,11.69,6.785
HM6,2014,11,7.88,-7.3,-0.8,5.8,1.73,8.1,4.915
HM6,2014,12,37.97,-9,-3.2,2.6,1.38,5.99,3.685
HM6,2015,1,25.27,-8.6,-2.6,3.3,1.04,5.63,3.335
HM6,2015,2,48.44,-8.8,-2.6,3.6,1.45,6.62,4.035
HM6,2015,3,34.39,-5.7,1.4,8.5,1.39,9.5,5.445
HM6,2015,4,71,-3.1,3.6,10.3,1.57,9.96,5.765
HM6,2015,5,233.02,0.4,6.1,11.9,0.56,8.74,4.65
HM6,2015,6,65.69,7.5,14.2,20.9,2.22,17.79,10.005
HM6,2015,7,84.57,9.4,15.4,21.5,2.24,16.52,9.38
HM6,2015,8,52,8.8,16,23.2,2.26,20.24,11.25
HM6,2015,9,17.88,6.6,14,21.4,3.11,19.87,11.49
HM6,2015,10,35.43,1.8,8.1,14.4,1.39,11.62,6.505
HM6,2015,11,75.85,-6.7,-0.1,6.6,1.5,8.05,4.775
HM6,2015,12,28.82,-9.9,-4.5,0.9,1.14,4.99,3.065
HM6,2016,1,17.64,-10,-4.3,1.4,1,4.83,2.915
HM6,2016,2,49.94,-7.1,-1.4,4.2,1.55,6.58,4.065
HM6,2016,3,63.16,-6.5,0.1,6.7,1.37,8.22,4.795
HM6,2016,4,82.06,-3.5,2.8,9.1,1.05,8.51,4.78
HM6,2016,5,66.99,-0.1,6.6,13.2,1.12,11.08,6.1
HM6,2016,6,77.04,7.5,14.9,22.2,2.39,20.15,11.27
HM6,2016,7,32.73,10.4,17.4,24.5,3.59,24.13,13.86
HM6,2016,8,103.11,7.4,14.3,21.1,1.91,17.59,9.75
HM6,2016,9,6.43,5.3,12.5,19.6,2.72,17.33,10.025
HM6,2016,10,9.06,1.2,8.4,15.5,2.95,14.15,8.55
HM6,2016,11,18.5,-3.9,2.9,9.7,1.74,9.81,5.775
HM6,2016,12,18.4,-10.6,-4.6,1.5,0.98,5.18,3.08
HM6,2017,1,22.58,-10.8,-5.1,0.6,0.78,4.37,2.575
HM6,2017,2,17.53,-5.9,0.2,6.4,1.61,7.71,4.66
HM6,2017,3,27.16,-3.4,3.3,10.1,1.91,10.22,6.065
HM6,2017,4,75.9,-2.9,3.5,10,1.49,9.76,5.625
HM6,2017,5,95.67,0.3,6.9,13.5,1.29,11.44,6.365
HM6,2017,6,23.01,6.6,14.2,21.8,3.28,21.1,12.19
HM6,2017,7,100.08,9.5,16.3,23.1,3.06,20.4,11.73
HM6,2017,8,67.95,7.4,14.2,20.9,2.26,16.96,9.61
HM6,2017,9,53.1,5.4,11.9,18.4,2.69,16.07,9.38
HM6,2017,10,13.37,-1.6,5.6,12.8,2.26,12.21,7.235
HM6,2017,11,17.25,-2.2,4,10.2,2.17,10.45,6.31
HM6,2017,12,5.8,-7.9,-1.3,5.4,1.69,7.8,4.745
HM6,2018,1,22.15,-8.5,-2,4.4,1.65,7.06,4.355
HM6,2018,2,22.13,-9.7,-3.4,2.8,1.03,5.91,3.47
HM6,2018,3,29.71,-6.6,0.5,7.6,1.51,8.71,5.11
HM6,2018,4,32.44,-3.6,3.3,10.3,1.74,10.21,5.975
HM6,2018,5,46.06,2.9,10.3,17.7,1.85,16.71,9.28
HM6,2018,6,19.33,7.4,15.5,23.6,4.61,24.52,14.565
HM6,2018,7,91.06,9.5,16.9,24.2,3.2,23.21,13.205
HM6,2018,8,64.43,8.1,15.1,22.1,2.86,19.78,11.32
HM6,2018,9,27.16,6.2,13.4,20.7,4.11,20.02,12.065
HM6,2018,10,25.98,-1.5,4.6,10.6,1.28,9.99,5.635
HM6,2018,11,17.45,-7.8,-1.9,4,1.16,6.28,3.72
HM6,2018,12,4.79,-10.5,-4.2,2.2,1.12,5.7,3.41
HM6,2019,1,39.58,-10.2,-4.2,1.7,1.1,5.18,3.14
HM6,2019,2,17.42,-11.3,-5.1,1.1,1.08,5.12,3.1
HM6,2019,3,76.39,-7.7,-1.3,5.1,0.82,6.7,3.76
HM6,2019,4,24.86,-2.8,3.5,9.9,1.25,9.19,5.22
HM6,2019,5,56.31,-1.4,4.8,11,1.13,9.86,5.495
HM6,2019,6,48.16,4.4,11.6,18.7,2.13,16.23,9.18
HM6,2019,7,106.27,9.2,16.7,24.2,3.27,22.79,13.03
HM6,2019,8,56.83,9.2,16.8,24.3,3.17,23.3,13.235
HM6,2019,9,28.38,6.8,14.3,21.7,3.31,20.95,12.13
HM6,2019,10,37.3,-5.2,2.2,9.6,2.05,11.31,6.68
HM6,2019,11,27,-7.3,-0.3,6.8,1.43,8.43,4.93
HM6,2019,12,10.53,-9,-3.5,2.1,1.32,5.41,3.365
HM6,2020,1,4.63,-10.2,-4.1,2,1.08,5.2,3.14
HM6,2020,2,28.68,-12.4,-6.2,-0.1,0.82,4.72,2.77
HM6,2020,3,40.82,-5.6,0.7,7,1.26,7.7,4.48
HM6,2020,4,23.08,-4.7,1.8,8.3,1.45,9.22,5.335
HM6,2020,5,33.15,1.5,8.9,16.3,1.26,14.84,8.05
HM6,2020,6,43.35,6.4,13.8,21.1,3.53,20.14,11.835
HM6,2020,7,59.31,9.1,16.6,24.1,3.23,23.66,13.445
HM6,2020,8,45.99,9.1,17.2,25.4,4.92,26.69,15.805
HM6,2020,9,13.72,3.6,11.3,19.1,4.38,19.52,11.95
HM6,2020,10,11.34,-2.1,6.2,14.5,2.99,15.68,9.335
HM6,2020,11,6.9,-5.1,1.6,8.2,2.29,9.63,5.96
HM6,2020,12,16.38,-10,-4,2.1,1.6,5.95,3.775
HM6,2021,1,10.84,-10.6,-4.5,1.5,1.12,4.92,3.02
HM6,2021,2,24.35,-12.1,-5.5,1.1,0.97,5.8,3.385
HM6,2021,3,64.09,-8.3,-2.1,4.1,0.99,6.47,3.73
HM6,2021,4,33.92,-5.2,1.5,8.1,1.64,8.92,5.28
HM6,2021,5,105.4,0.9,7.1,13.2,1.16,11.47,6.315
HM6,2021,6,49.72,6.5,14,21.6,3.12,20.7,11.91
HM6,2021,7,61.73,8.6,16,23.3,2.7,20.67,11.685
HM6,2021,8,65.04,7.9,15.7,23.5,2.87,22.52,12.695
HM6,2021,9,36.47,5.2,12.9,20.6,2.97,20,11.485
HM6,2021,10,8.32,-1.1,5.9,12.8,2.44,11.45,6.945
LH,1999,1,19.8,-4.7,1.8,8.4,1.27,8.34,4.805
LH,1999,2,6.4,-3.6,4.3,12.2,1.92,11.66,6.79
LH,1999,3,15.24,-2.6,6,14.6,1.29,14.22,7.755
LH,1999,4,164.2,-1.4,5.5,12.4,0.85,10.73,5.79
LH,1999,5,107.24,4.7,12.1,19.4,1.22,16.98,9.1
LH,1999,6,33.6,9.3,17.3,25.3,2.05,23.78,12.915
LH,1999,7,61.94,14.8,22.4,30.1,3.75,32.01,17.88
LH,1999,8,121.64,12.8,19.9,27,2.21,24.24,13.225
LH,1999,9,61.61,6.5,14.3,22.2,1.59,20.55,11.07
LH,1999,10,30.5,2.5,10.8,19.1,2.55,18.75,10.65
LH,1999,11,18.53,0.6,8.8,17,3.57,17.12,10.345
LH,1999,12,26.08,-3.6,2.8,9.1,1.9,9.35,5.625
LH,2000,1,22.97,-3.3,2.5,8.4,1.76,8.46,5.11
LH,2000,2,15.93,-2.6,4.3,11.2,1.61,10.56,6.085
LH,2000,3,55.31,-1.4,5.6,12.5,1.18,11.57,6.375
LH,2000,4,47.58,1,9.5,18,1.73,17.34,9.535
LH,2000,5,42.32,6.4,14.5,22.6,2.15,21.91,12.03
LH,2000,6,42.54,11,18.9,26.7,4.02,28.7,16.36
LH,2000,7,49.69,15.1,23.1,31.2,4.42,36.49,20.455
LH,2000,8,49.24,14.3,22.4,30.4,4.42,33.32,18.87
LH,2000,9,63.62,8.1,16.5,24.8,3.54,25.95,14.745
LH,2000,10,22.81,3.1,10,16.8,1.56,14.22,7.89
LH,2000,11,23.3,-6.7,-0.3,6.1,0.88,6.93,3.905
LH,2000,12,12.16,-7.1,-0.3,6.5,1.07,7.12,4.095
LH,2001,1,15.81,-5.7,0.4,6.6,1.39,7.55,4.47
LH,2001,2,19.72,-6.3,0,6.2,0.74,6.71,3.725
LH,2001,3,49.27,-2.2,4.1,10.4,0.75,9.29,5.02
LH,2001,4,73.16,1.9,9,16,1.5,14.36,7.93
LH,2001,5,85.88,6.3,13.5,20.7,1.98,19.07,10.525
LH,2001,6,26.27,11.5,19.6,27.6,4.47,29.62,17.045
LH,2001,7,54.04,15.6,23.4,31.3,5.76,35.53,20.645
LH,2001,8,56.13,14.6,21.9,29.2,5.36,30.7,18.03
LH,2001,9,51.24,9.9,18,26.1,4.76,27.5,16.13
LH,2001,10,10.2,4.1,11.5,19,3.53,18.23,10.88
LH,2001,11,25.88,-0.1,6.9,13.8,2.71,12.97,7.84
LH,2001,12,8.79,-4.6,1.7,7.9,1.79,8.34,5.065
LH,2002,1,23.47,-5.4,0.7,6.8,1.81,7.97,4.89
LH,2002,2,11.67,-6.2,1.3,8.9,1.92,10.13,6.025
LH,2002,3,36.05,-6.1,1.8,9.7,1.17,10.55,5.86
LH,2002,4,6.92,1.9,10.2,18.5,2.88,18.96,10.92
LH,2002,5,79.17,4.6,12.4,20.2,2.41,19.05,10.73
LH,2002,6,34.62,12,20.7,29.3,5.69,34.3,19.995
LH,2002,7,6.38,16.3,24.5,32.7,8.36,40.19,24.275
LH,2002,8,30.21,12.4,21,29.6,4.16,32.92,18.54
LH,2002,9,53.71,10.3,17.4,24.5,4.77,24.27,14.52
LH,2002,10,53.66,1,7.7,14.4,1.93,13.11,7.52
LH,2002,11,24.46,-2.2,4,10.3,1.99,9.81,5.9
LH,2002,12,1.15,-3.5,2.5,8.5,2.08,8.8,5.44
LH,2003,1,4.89,-2.7,4.2,11,2,10.56,6.28
LH,2003,2,45.03,-6.8,-0.5,5.9,1.29,7.13,4.21
LH,2003,3,153.46,-1.5,5.1,11.6,2.03,11.23,6.63
LH,2003,4,55,2.2,9.4,16.7,2.17,15.26,8.715
LH,2003,5,76.46,6.2,13.3,20.3,2.12,18,10.06
LH,2003,6,62.18,9.2,16.2,23.2,1.64,18.77,10.205
LH,2003,7,17.98,15.7,24.2,32.7,7.33,39.66,23.495
LH,2003,8,74.93,14.9,22.5,30,5.55,31.64,18.595
LH,2003,9,14.1,7.6,15.5,23.5,2.97,22.14,12.555
LH,2003,10,8.73,5.8,13.8,21.8,4.8,23.22,14.01
LH,2003,11,21.57,-2.1,3.2,8.6,1.83,8.35,5.09
LH,2003,12,18.88,-4.2,2.5,9.2,2.01,9.33,5.67
LH,2004,1,17.33,-4.5,1.8,8,2.05,8.71,5.38
LH,2004,2,44.17,-6.1,0.4,6.9,1.15,7.3,4.225
LH,2004,3,25.5,0.5,8,15.6,2.29,14.93,8.61
LH,2004,4,135.2,1.9,8.5,15.2,1.79,13.27,7.53
LH,2004,5,42.58,6.6,14.3,21.9,2.93,21.42,12.175
LH,2004,6,101.18,9.3,16.4,23.4,2.52,21.02,11.77
LH,2004,7,81.07,12.8,20.1,27.4,3.33,26.83,15.08
LH,2004,8,77.35,11.1,18.6,26.1,2.83,24.46,13.645
LH,2004,9,47.94,8.9,16.7,24.5,4.01,24.36,14.185
LH,2004,10,66.98,3.7,10.5,17.3,1.75,14.19,7.97
LH,2004,11,62.42,-1.9,3.9,9.7,1.67,8.9,5.285
LH,2004,12,11.32,-3.9,2.3,8.6,1.98,8.9,5.44
LH,2005,1,35.67,-4.3,2.3,8.8,1.5,8.84,5.17
LH,2005,2,10.46,-3.6,2.7,9,1.63,8.97,5.3
LH,2005,3,32.62,-1.8,4.6,11,1.63,10.7,6.165
LH,2005,4,104.08,0.8,7.8,14.9,1.78,13.47,7.625
LH,2005,5,57.45,6.3,13,19.7,3.12,18.16,10.64
LH,2005,6,68.38,10.3,17.8,25.4,3.28,24.86,14.07
LH,2005,7,13.94,15.1,23.6,32,7.77,40.72,24.245
LH,2005,8,43.25,12.8,20.4,27.9,4.23,28.38,16.305
LH,2005,9,10.97,9.9,17.9,26,4.42,27.6,16.01
LH,2005,10,76.63,3.8,11.2,18.7,2.35,17.23,9.79
LH,2005,11,17.42,-0.6,6.8,14.1,2.89,13.88,8.385
LH,2005,12,12.94,-6.1,0.3,6.6,2.18,8.25,5.215
LH,2006,1,11.53,-2.5,4.1,10.7,2.83,11.04,6.935
LH,2006,2,19.05,-6.7,0.1,7,1.92,9.12,5.52
LH,2006,3,50.69,-3.5,3.3,10.2,1.87,10.24,6.055
LH,2006,4,25.82,2.3,10.7,19.2,3.19,20.26,11.725
LH,2006,5,27.42,7.1,15,22.8,4.4,23.93,14.165
LH,2006,6,28.97,12.2,21,29.7,6.27,35.97,21.12
LH,2006,7,74.54,15.6,22.9,30.2,6.09,33.38,19.735
LH,2006,8,30.09,14.1,21.2,28.3,4.95,29.01,16.98
LH,2006,9,32.16,6.2,13.9,21.6,2.37,19.57,10.97
LH,2006,10,85.36,3,10,16.9,2.62,15.25,8.935
LH,2006,11,23.93,-1,5.7,12.4,2.54,12.18,7.36
LH,2006,12,86.6,-4.5,1.4,7.2,1.81,7.74,4.775
LH,2007,1,41.16,-8.8,-2.4,4.1,1.3,6.63,3.965
LH,2007,2,16.86,-6.1,0.9,7.9,1.36,8.46,4.91
LH,2007,3,52.86,0.3,7.4,14.4,2.19,13.94,8.065
LH,2007,4,62.7,1.1,7.7,14.3,1.49,12.65,7.07
LH,2007,5,50.56,6.2,13.6,21,2.57,18.9,10.735
LH,2007,6,13.45,10.6,19.1,27.6,4.49,30.43,17.46
LH,2007,7,25.6,15.2,23.2,31.3,5.43,35.05,20.24
LH,2007,8,53.75,14.6,22.5,30.4,3.94,32.24,18.09
LH,2007,9,51.47,9.4,17.5,25.5,3.68,25.99,14.835
LH,2007,10,35.33,4.6,12.2,19.8,3.34,19.02,11.18
LH,2007,11,14.28,-0.8,6.5,13.9,2.87,14.26,8.565
LH,2007,12,56.01,-7.7,-1.2,5.3,1.08,6.51,3.795
LH,2008,1,14.37,-7.3,-1,5.2,1.39,6.99,4.19
LH,2008,2,22.23,-5.6,1.3,8.1,1.21,8.33,4.77
LH,2008,3,36.82,-3.6,3.8,11.2,1.46,10.98,6.22
LH,2008,4,30.22,-0.5,7.3,15.2,2.38,15.36,8.87
LH,2008,5,91.48,5.5,12.8,20.1,2.37,19.52,10.945
LH,2008,6,42.85,9.9,18.1,26.3,4.4,28.3,16.35
LH,2008,7,5.17,15,23.5,32,7.05,40,23.525
LH,2008,8,75.18,12.6,20.4,28.2,3.66,29.25,16.455
LH,2008,9,50.57,7.4,15.2,23,1.84,20.5,11.17
LH,2008,10,30.02,3.5,10.6,17.8,2.68,16.11,9.395
LH,2008,11,3.88,0.2,7.5,14.9,2.75,14.4,8.575
LH,2008,12,31.22,-7.9,-0.9,6.1,1.2,7.55,4.375
LH,2009,1,18.05,-3.4,2.8,9,2.75,9.74,6.245
LH,2009,2,8.03,-2.9,3.9,10.7,2.17,10.87,6.52
LH,2009,3,40.85,-1.7,5.9,13.4,2.73,13.94,8.335
LH,2009,4,152.67,0,7,14,1.57,12.83,7.2
LH,2009,5,77.74,7.4,13.9,20.4,3.02,18.04,10.53
LH,2009,6,66.71,9.5,16.5,23.4,1.86,19.29,10.575
LH,2009,7,56.58,12.7,20.4,28.1,3.17,28,15.585
LH,2009,8,8.17,12.3,20.2,28,4.55,29.34,16.945
LH,2009,9,16.08,9,16.7,24.4,3.68,24.39,14.035
LH,2009,10,80.01,-0.6,6.3,13.3,1.5,12.95,7.225
LH,2009,11,23.65,-0.5,6.4,13.3,2.82,13.82,8.32
LH,2009,12,32.38,-9,-2.9,3.2,1.33,6.84,4.085
LH,2010,1,8.64,-5.3,0.7,6.8,1.7,7.54,4.62
LH,2010,2,32.61,-7.5,-1.7,4.1,0.85,5.88,3.365
LH,2010,3,80.99,-1.9,4.7,11.4,1.57,10.5,6.035
LH,2010,4,92.16,1.2,8.4,15.5,1.5,13.15,7.325
LH,2010,5,73.04,3.8,11,18.2,1.97,15.89,8.93
LH,2010,6,80.68,11,18.6,26.3,3.22,26.3,14.76
LH,2010,7,54.19,13.9,21.9,29.8,4.18,33.11,18.645
LH,2010,8,33.13,14.3,22,29.7,5.25,32.56,18.905
LH,2010,9,5.55,10.1,18.9,27.7,5.35,32.72,19.035
LH,2010,10,27.33,5.3,12.2,19.2,2.88,17.59,10.235
LH,2010,11,15.9,-2.6,4.1,10.8,1.63,10.81,6.22
LH,2010,12,14.11,-3.6,3,9.5,1.81,9.17,5.49
LH,2011,1,20.89,-5.9,0.2,6.4,1.57,7.57,4.57
LH,2011,2,35.05,-8.6,-1.5,5.6,1.35,8.21,4.78
LH,2011,3,12.14,-1.1,6.1,13.3,1.93,13.45,7.69
LH,2011,4,59.61,1.2,8.1,15,1.76,13.76,7.76
LH,2011,5,125.78,4.3,10.1,15.9,1.86,13.48,7.67
LH,2011,6,34.3,10.5,18.7,26.9,4.19,29.79,16.99
LH,2011,7,80.09,15.4,22.9,30.3,4.49,32.74,18.615
LH,2011,8,21.43,15.1,23.3,31.5,5.83,38.54,22.185
LH,2011,9,63.39,9.3,16.8,24.2,3.7,24.77,14.235
LH,2011,10,41.39,3.3,11,18.7,2.92,18.58,10.75
LH,2011,11,25.78,-1.7,5,11.8,2.35,11.62,6.985
LH,2011,12,51.55,-7,-0.6,5.9,1.3,7.21,4.255
LH,2012,1,12.72,-3.4,3.2,9.8,2.47,10.58,6.525
