site,tree,Year,Area
WT1,143,2017,0.027
WT1,143,2018,0.006
WT1,143,2018,0.023
WT1,143,2019,0.022
WT1,143,2020,0
WT1,144,2000,0.033
WT1,144,2000,0.037
WT1,144,2001,0.031
WT1,144,2001,0.046
WT1,144,2001,0.052
WT1,144,2001,0.06
WT1,144,2002,0.026
WT1,144,2002,0.029
WT1,144,2002,0.029
WT1,144,2002,0.032
WT1,144,2002,0.033
WT1,144,2002,0.034
WT1,144,2003,0.036
WT1,144,2003,0.06
WT1,144,2004,0.015
WT1,144,2004,0.018
WT1,144,2004,0.025
WT1,144,2004,0.025
WT1,144,2004,0.026
WT1,144,2004,0.039
WT1,144,2005,0.019
WT1,144,2005,0.028
WT1,144,2005,0.033
WT1,144,2005,0.036
WT1,144,2006,0.003
WT1,144,2006,0.039
WT1,144,2006,0.061
WT1,144,2007,0.028
WT1,144,2007,0.029
WT1,144,2007,0.032
WT1,144,2007,0.038
WT1,144,2007,0.04
WT1,144,2007,0.041
WT1,144,2007,0.06
WT1,144,2008,0
WT1,144,2009,0.013
WT1,144,2009,0.017
WT1,144,2009,0.031
WT1,144,2009,0.033
WT1,144,2009,0.037
WT1,144,2009,0.039
WT1,144,2009,0.04
WT1,144,2009,0.042
WT1,144,2010,0.026
WT1,144,2010,0.029
WT1,144,2010,0.03
WT1,144,2010,0.035
WT1,144,2010,0.038
WT1,144,2010,0.038
WT1,144,2010,0.05
WT1,144,2011,0.034
WT1,144,2011,0.036
WT1,144,2011,0.043
WT1,144,2012,0.025
WT1,144,2012,0.033
WT1,144,2012,0.033
WT1,144,2012,0.053
WT1,144,2012,0.074
WT1,144,2013,0
WT1,144,2014,0.021
WT1,144,2014,0.032
WT1,144,2014,0.032
WT1,144,2014,0.04
WT1,144,2014,0.041
WT1,144,2015,0.029
WT1,144,2015,0.035
WT1,144,2016,0.033
WT1,144,2017,0.022
WT1,144,2018,0.017
WT1,144,2018,0.022
WT1,144,2018,0.023
WT1,144,2018,0.03
WT1,144,2018,0.035
WT1,144,2018,0.036
WT1,144,2018,0.04
WT1,144,2018,0.052
WT1,144,2019,0.028
WT1,144,2019,0.034
WT1,144,2020,0.014
WT1,145,2000,0.025
WT1,145,2000,0.027
WT1,145,2000,0.027
WT1,145,2000,0.027
WT1,145,2000,0.028
WT1,145,2000,0.031
WT1,145,2000,0.031
WT1,145,2000,0.033
WT1,145,2000,0.034
WT1,145,2000,0.036
WT1,145,2000,0.036
WT1,145,2000,0.038
WT1,145,2000,0.039
WT1,145,2000,0.039
WT1,145,2000,0.04
WT1,145,2000,0.04
WT1,145,2000,0.041
WT1,145,2000,0.042
WT1,145,2000,0.044
WT1,145,2000,0.048
WT1,145,2000,0.053
WT1,145,2000,0.054
WT1,145,2000,0.055
WT1,145,2000,0.056
WT1,145,2000,0.076
WT1,145,2001,0.015
WT1,145,2001,0.016
WT1,145,2001,0.019
WT1,145,2001,0.019
WT1,145,2001,0.02
WT1,145,2001,0.021
WT1,145,2001,0.022
WT1,145,2001,0.022
WT1,145,2001,0.022
WT1,145,2001,0.027
WT1,145,2001,0.028
WT1,145,2001,0.029
WT1,145,2001,0.03
WT1,145,2001,0.031
WT1,145,2001,0.031
WT1,145,2001,0.032
WT1,145,2001,0.034
WT1,145,2001,0.035
WT1,145,2001,0.035
WT1,145,2001,0.037
WT1,145,2001,0.042
WT1,145,2001,0.043
WT1,145,2002,0.058
WT1,145,2003,0.007
WT1,145,2003,0.017
WT1,145,2003,0.025
WT1,145,2003,0.025
WT1,145,2003,0.028
WT1,145,2003,0.029
WT1,145,2003,0.03
WT1,145,2003,0.03
WT1,145,2003,0.033
WT1,145,2003,0.035
WT1,145,2003,0.035
WT1,145,2003,0.042
WT1,145,2003,0.049
WT1,145,2003,0.051
WT1,145,2004,0.017
WT1,145,2004,0.019
WT1,145,2004,0.032
WT1,145,2004,0.107
WT1,145,2005,0.019
WT1,145,2005,0.019
WT1,145,2005,0.021
WT1,145,2005,0.022
WT1,145,2005,0.033
WT1,145,2005,0.036
WT1,145,2005,0.037
WT1,145,2005,0.038
WT1,145,2005,0.038
WT1,145,2005,0.038
WT1,145,2005,0.043
WT1,145,2005,0.043
WT1,145,2005,0.045
WT1,145,2005,0.047
WT1,145,2005,0.064
WT1,145,2006,0.008
WT1,145,2006,0.01
WT1,145,2006,0.01
WT1,145,2006,0.013
WT1,145,2006,0.015
WT1,145,2006,0.016
WT1,145,2006,0.016
WT1,145,2006,0.016
WT1,145,2006,0.017
WT1,145,2006,0.017
WT1,145,2006,0.018
WT1,145,2006,0.019
WT1,145,2006,0.02
WT1,145,2006,0.02
WT1,145,2006,0.02
WT1,145,2006,0.021
WT1,145,2006,0.021
WT1,145,2006,0.021
WT1,145,2006,0.022
WT1,145,2006,0.023
WT1,145,2006,0.023
WT1,145,2006,0.027
WT1,145,2006,0.03
WT1,145,2006,0.03
WT1,145,2006,0.03
WT1,145,2006,0.032
WT1,145,2006,0.033
WT1,145,2006,0.034
WT1,145,2006,0.034
WT1,145,2006,0.041
WT1,145,2006,0.042
WT1,145,2007,0.014
WT1,145,2007,0.016
WT1,145,2007,0.022
WT1,145,2007,0.025
WT1,145,2007,0.025
WT1,145,2007,0.025
WT1,145,2007,0.025
WT1,145,2007,0.027
WT1,145,2007,0.028
WT1,145,2007,0.028
WT1,145,2007,0.033
WT1,145,2007,0.033
WT1,145,2007,0.033
WT1,145,2007,0.034
WT1,145,2007,0.034
WT1,145,2007,0.034
WT1,145,2007,0.036
WT1,145,2007,0.039
WT1,145,2007,0.039
WT1,145,2007,0.041
WT1,145,2007,0.043
WT1,145,2007,0.044
WT1,145,2007,0.046
WT1,145,2007,0.047
WT1,145,2007,0.047
WT1,145,2007,0.049
WT1,145,2007,0.058
WT1,145,2007,0.08
WT1,145,2008,0.023
WT1,145,2008,0.031
WT1,145,2008,0.033
WT1,145,2008,0.035
WT1,145,2008,0.037
WT1,145,2008,0.037
WT1,145,2008,0.038
WT1,145,2008,0.038
WT1,145,2008,0.042
WT1,145,2008,0.044
WT1,145,2008,0.046
WT1,145,2008,0.069
WT1,145,2008,0.073
WT1,145,2008,0.079
WT1,145,2008,0.082
WT1,145,2009,0.021
WT1,145,2009,0.023
WT1,145,2009,0.027
WT1,145,2009,0.029
WT1,145,2009,0.032
WT1,145,2009,0.036
WT1,145,2009,0.036
WT1,145,2009,0.036
WT1,145,2009,0.039
WT1,145,2009,0.039
WT1,145,2009,0.04
WT1,145,2009,0.041
WT1,145,2009,0.043
WT1,145,2009,0.045
WT1,145,2009,0.049
WT1,145,2009,0.049
WT1,145,2009,0.052
WT1,145,2009,0.053
WT1,145,2009,0.053
WT1,145,2010,0.019
WT1,145,2010,0.02
WT1,145,2010,0.024
WT1,145,2010,0.027
WT1,145,2010,0.03
WT1,145,2010,0.032
WT1,145,2010,0.035
WT1,145,2010,0.037
WT1,145,2010,0.038
WT1,145,2010,0.042
WT1,145,2010,0.042
WT1,145,2010,0.044
WT1,145,2010,0.045
WT1,145,2010,0.049
WT1,145,2010,0.051
WT1,145,2010,0.052
WT1,145,2010,0.057
WT1,145,2011,0.027
WT1,145,2011,0.027
WT1,145,2011,0.029
WT1,145,2011,0.03
WT1,145,2011,0.032
WT1,145,2011,0.033
WT1,145,2011,0.033
WT1,145,2011,0.033
WT1,145,2011,0.033
WT1,145,2011,0.034
WT1,145,2011,0.035
WT1,145,2011,0.035
WT1,145,2011,0.035
WT1,145,2011,0.038
WT1,145,2011,0.039
WT1,145,2011,0.044
WT1,145,2011,0.046
WT1,145,2011,0.053
WT1,145,2011,0.065
WT1,145,2011,0.072
WT1,145,2011,0.103
WT1,145,2011,0.104
WT1,145,2012,0.02
WT1,145,2012,0.021
WT1,145,2012,0.026
WT1,145,2012,0.028
WT1,145,2012,0.028
WT1,145,2012,0.029
WT1,145,2012,0.03
WT1,145,2012,0.031
WT1,145,2012,0.034
WT1,145,2012,0.035
WT1,145,2012,0.039
WT1,145,2012,0.041
WT1,145,2012,0.044
WT1,145,2012,0.048
WT1,145,2012,0.061
WT1,145,2013,0.019
WT1,145,2013,0.023
WT1,145,2013,0.033
WT1,145,2013,0.034
WT1,145,2013,0.036
WT1,145,2013,0.038
WT1,145,2013,0.041
WT1,145,2013,0.042
WT1,145,2013,0.047
WT1,145,2013,0.07
WT1,145,2014,0.024
WT1,145,2014,0.03
WT1,145,2014,0.031
WT1,145,2014,0.039
WT1,145,2014,0.044
WT1,145,2014,0.049
WT1,145,2014,0.052
WT1,145,2014,0.054
WT1,145,2014,0.067
WT1,145,2014,0.079
WT1,145,2014,0.093
WT1,145,2014,0.149
WT1,145,2015,0.016
WT1,145,2015,0.023
WT1,145,2015,0.03
WT1,145,2015,0.032
WT1,145,2015,0.046
WT1,145,2015,0.048
WT1,145,2015,0.049
WT1,145,2015,0.05
WT1,145,2015,0.054
WT1,145,2015,0.054
WT1,145,2015,0.058
WT1,145,2015,0.06
WT1,145,2015,0.063
WT1,145,2015,0.064
WT1,145,2015,0.065
WT1,145,2015,0.066
WT1,145,2015,0.072
WT1,145,2015,0.099
WT1,145,2016,0.021
WT1,145,2016,0.023
WT1,145,2016,0.024
WT1,145,2016,0.026
WT1,145,2016,0.027
WT1,145,2016,0.03
WT1,145,2016,0.031
WT1,145,2016,0.032
WT1,145,2016,0.034
WT1,145,2016,0.036
WT1,145,2016,0.038
WT1,145,2016,0.039
WT1,145,2016,0.041
WT1,145,2016,0.047
WT1,145,2017,0.01
WT1,145,2017,0.011
WT1,145,2017,0.014
WT1,145,2017,0.015
WT1,145,2017,0.015
WT1,145,2017,0.018
WT1,145,2017,0.024
WT1,145,2017,0.024
WT1,145,2017,0.028
WT1,145,2017,0.032
WT1,145,2017,0.032
WT1,145,2017,0.033
WT1,145,2017,0.033
WT1,145,2017,0.039
WT1,145,2017,0.042
WT1,145,2017,0.051
WT1,145,2017,0.052
WT1,145,2018,0.013
WT1,145,2018,0.013
WT1,145,2018,0.013
WT1,145,2018,0.018
WT1,145,2018,0.018
WT1,145,2018,0.019
WT1,145,2018,0.022
WT1,145,2019,0.01
WT1,145,2020,0
WT1,146,2000,0.011
WT1,146,2000,0.011
WT1,146,2000,0.012
WT1,146,2000,0.013
WT1,146,2000,0.015
WT1,146,2000,0.016
WT1,146,2000,0.017
WT1,146,2000,0.02
WT1,146,2000,0.021
WT1,146,2000,0.022
WT1,146,2000,0.023
WT1,146,2000,0.023
WT1,146,2001,0.018
WT1,146,2001,0.019
WT1,146,2001,0.023
WT1,146,2001,0.026
WT1,146,2001,0.028
WT1,146,2001,0.028
WT1,146,2001,0.032
WT1,146,2001,0.037
WT1,146,2002,0.02
WT1,146,2002,0.022
WT1,146,2002,0.022
WT1,146,2002,0.024
WT1,146,2002,0.025
WT1,146,2002,0.037
WT1,146,2002,0.046
WT1,146,2003,0.015
WT1,146,2003,0.021
WT1,146,2003,0.023
WT1,146,2003,0.024
WT1,146,2003,0.025
WT1,146,2003,0.026
WT1,146,2003,0.029
WT1,146,2003,0.032
WT1,146,2003,0.033
WT1,146,2003,0.047
WT1,146,2004,0.013
WT1,146,2004,0.014
WT1,146,2004,0.019
WT1,146,2004,0.019
WT1,146,2004,0.019
WT1,146,2004,0.021
WT1,146,2004,0.023
WT1,146,2004,0.023
WT1,146,2004,0.024
WT1,146,2004,0.028
WT1,146,2004,0.034
WT1,146,2005,0.014
WT1,146,2005,0.022
WT1,146,2006,0.01
WT1,146,2006,0.013
WT1,146,2006,0.016
WT1,146,2006,0.019
WT1,146,2006,0.02
WT1,146,2006,0.02
WT1,146,2006,0.023
WT1,146,2006,0.026
WT1,146,2006,0.049
WT1,146,2007,0.033
WT1,146,2008,0.014
WT1,146,2008,0.018
WT1,146,2008,0.023
WT1,146,2008,0.024
WT1,146,2008,0.026
WT1,146,2008,0.029
WT1,146,2008,0.03
WT1,146,2008,0.031
WT1,146,2008,0.046
WT1,146,2009,0.01
WT1,146,2009,0.015
WT1,146,2009,0.021
WT1,146,2009,0.023
WT1,146,2009,0.024
WT1,146,2009,0.025
WT1,146,2009,0.042
WT1,146,2010,0.01
WT1,146,2010,0.019
WT1,146,2010,0.024
WT1,146,2010,0.03
WT1,146,2011,0.009
WT1,146,2011,0.014
WT1,146,2011,0.018
WT1,146,2011,0.018
WT1,146,2011,0.021
WT1,146,2012,0
WT1,146,2013,0.013
WT1,146,2013,0.014
WT1,146,2013,0.017
WT1,146,2013,0.017
WT1,146,2013,0.021
WT1,146,2013,0.021
WT1,146,2013,0.035
WT1,146,2014,0.015
WT1,146,2014,0.015
WT1,146,2014,0.016
WT1,146,2014,0.017
WT1,146,2014,0.019
WT1,146,2014,0.02
WT1,146,2014,0.023
WT1,146,2015,0.013
WT1,146,2015,0.023
WT1,146,2015,0.025
WT1,146,2015,0.027
WT1,146,2015,0.027
WT1,146,2015,0.029
WT1,146,2016,0.021
WT1,146,2016,0.024
WT1,146,2016,0.024
WT1,146,2016,0.024
WT1,146,2016,0.026
WT1,146,2016,0.027
WT1,146,2017,0.019
WT1,146,2017,0.021
WT1,146,2017,0.044
WT1,146,2018,0.017
WT1,146,2018,0.02
WT1,146,2018,0.021
WT1,146,2018,0.025
WT1,146,2018,0.033
WT1,146,2019,0.01
WT1,146,2019,0.012
WT1,146,2019,0.014
WT1,146,2019,0.017
WT1,146,2019,0.02
WT1,146,2019,0.024
WT1,146,2020,0.004
WT1,146,2020,0.004
WT1,146,2020,0.005
WT1,146,2020,0.006
WT1,146,2020,0.006
WT1,146,2020,0.007
WT1,146,2020,0.01
WT1,146,2020,0.01
WT1,146,2020,0.017
WT1,147,2000,0.027
WT1,147,2000,0.03
WT1,147,2000,0.039
WT1,147,2000,0.043
WT1,147,2000,0.046
WT1,147,2000,0.047
WT1,147,2000,0.057
WT1,147,2001,0.023
WT1,147,2001,0.026
WT1,147,2001,0.028
WT1,147,2001,0.029
WT1,147,2001,0.036
WT1,147,2001,0.039
WT1,147,2001,0.058
WT1,147,2002,0
WT1,147,2003,0.037
WT1,147,2003,0.058
WT1,147,2003,0.059
WT1,147,2003,0.07
WT1,147,2003,0.07
WT1,147,2004,0.025
WT1,147,2004,0.028
WT1,147,2004,0.036
WT1,147,2004,0.093
WT1,147,2005,0.025
WT1,147,2005,0.028
WT1,147,2005,0.031
WT1,147,2005,0.032
WT1,147,2005,0.032
WT1,147,2005,0.038
WT1,147,2005,0.042
WT1,147,2005,0.043
WT1,147,2005,0.044
WT1,147,2005,0.063
WT1,147,2006,0.031
WT1,147,2006,0.032
WT1,147,2006,0.036
WT1,147,2006,0.048
WT1,147,2006,0.049
WT1,147,2006,0.054
WT1,147,2007,0.024
WT1,147,2007,0.026
WT1,147,2007,0.03
WT1,147,2007,0.03
WT1,147,2007,0.031
WT1,147,2007,0.036
WT1,147,2007,0.041
WT1,147,2007,0.052
WT1,147,2007,0.057
WT1,147,2007,0.058
WT1,147,2008,0.014
WT1,147,2008,0.017
WT1,147,2008,0.018
WT1,147,2008,0.02
WT1,147,2008,0.021
WT1,147,2008,0.026
WT1,147,2008,0.033
WT1,147,2008,0.036
WT1,147,2008,0.038
WT1,147,2008,0.05
WT1,147,2008,0.065
WT1,147,2008,0.067
WT1,147,2008,0.079
WT1,147,2008,0.102
WT1,147,2009,0.025
WT1,147,2009,0.032
WT1,147,2009,0.032
WT1,147,2009,0.04
WT1,147,2009,0.045
WT1,147,2009,0.046
WT1,147,2009,0.049
WT1,147,2009,0.053
WT1,147,2009,0.072
WT1,147,2010,0.024
WT1,147,2010,0.043
WT1,147,2010,0.044
WT1,147,2010,0.047
WT1,147,2010,0.048
WT1,147,2010,0.059
WT1,147,2010,0.08
WT1,147,2010,0.091
WT1,147,2011,0.024
WT1,147,2011,0.028
WT1,147,2011,0.034
WT1,147,2011,0.035
WT1,147,2011,0.041
WT1,147,2011,0.044
WT1,147,2012,0.023
WT1,147,2012,0.024
WT1,147,2012,0.025
WT1,147,2012,0.034
WT1,147,2012,0.035
WT1,147,2012,0.035
WT1,147,2012,0.04
WT1,147,2012,0.04
WT1,147,2012,0.042
WT1,147,2012,0.057
WT1,147,2012,0.074
WT1,147,2013,0.044
WT1,147,2014,0.038
WT1,147,2014,0.042
WT1,147,2014,0.046
WT1,147,2014,0.052
WT1,147,2015,0.013
WT1,147,2015,0.018
WT1,147,2015,0.02
WT1,147,2015,0.024
WT1,147,2015,0.025
WT1,147,2015,0.028
WT1,147,2015,0.028
WT1,147,2015,0.031
WT1,147,2015,0.036
WT1,147,2015,0.039
WT1,147,2015,0.041
WT1,147,2015,0.041
WT1,147,2015,0.053
WT1,147,2015,0.059
WT1,147,2016,0.019
WT1,147,2016,0.022
WT1,147,2016,0.026
WT1,147,2016,0.029
WT1,147,2016,0.029
WT1,147,2016,0.031
WT1,147,2016,0.033
WT1,147,2016,0.033
WT1,147,2016,0.038
WT1,147,2016,0.039
WT1,147,2016,0.04
WT1,147,2016,0.041
WT1,147,2016,0.042
WT1,147,2016,0.045
WT1,147,2016,0.053
WT1,147,2017,0
WT1,147,2018,0.029
WT1,147,2018,0.029
WT1,147,2018,0.05
WT1,147,2019,0.018
WT1,147,2019,0.019
WT1,147,2019,0.02
WT1,147,2019,0.021
WT1,147,2019,0.024
WT1,147,2019,0.024
WT1,147,2019,0.024
WT1,147,2019,0.025
WT1,147,2019,0.025
WT1,147,2019,0.026
WT1,147,2019,0.027
WT1,147,2019,0.027
WT1,147,2019,0.03
WT1,147,2019,0.031
WT1,147,2019,0.038
WT1,147,2019,0.06
WT1,147,2020,0
WT1,148,2000,0.032
WT1,148,2000,0.037
WT1,148,2000,0.04
WT1,148,2000,0.041
WT1,148,2000,0.052
WT1,148,2000,0.052
WT1,148,2000,0.068
WT1,148,2000,0.069
WT1,148,2000,0.093
WT1,148,2001,0.033
WT1,148,2001,0.035
WT1,148,2001,0.037
WT1,148,2001,0.043
WT1,148,2001,0.045
WT1,148,2001,0.149
WT1,148,2002,0.03
WT1,148,2002,0.032
WT1,148,2002,0.051
WT1,148,2003,0.024
WT1,148,2003,0.035
WT1,148,2003,0.038
WT1,148,2003,0.043
WT1,148,2004,0.021
WT1,148,2004,0.035
WT1,148,2004,0.038
WT1,148,2004,0.039
WT1,148,2004,0.043
WT1,148,2004,0.044
WT1,148,2004,0.079
WT1,148,2005,0.014
WT1,148,2005,0.03
WT1,148,2005,0.031
WT1,148,2005,0.032
WT1,148,2005,0.04
WT1,148,2005,0.044
WT1,148,2005,0.047
WT1,148,2005,0.049
WT1,148,2005,0.051
WT1,148,2006,0.029
WT1,148,2006,0.029
WT1,148,2006,0.04
WT1,148,2006,0.068
WT1,148,2007,0.028
WT1,148,2007,0.028
WT1,148,2007,0.03
WT1,148,2007,0.031
WT1,148,2007,0.035
WT1,148,2007,0.037
WT1,148,2007,0.038
WT1,148,2007,0.044
WT1,148,2007,0.051
WT1,148,2007,0.053
WT1,148,2007,0.061
WT1,148,2007,0.081
WT1,148,2008,0.02
WT1,148,2008,0.032
WT1,148,2008,0.032
WT1,148,2008,0.034
WT1,148,2008,0.034
WT1,148,2008,0.042
WT1,148,2008,0.045
WT1,148,2008,0.045
WT1,148,2008,0.068
WT1,148,2008,0.168
WT1,148,2009,0.019
WT1,148,2009,0.037
WT1,148,2009,0.038
WT1,148,2009,0.042
WT1,148,2009,0.043
WT1,148,2009,0.045
WT1,148,2009,0.048
WT1,148,2009,0.05
WT1,148,2009,0.053
WT1,148,2009,0.058
WT1,148,2009,0.058
WT1,148,2009,0.065
WT1,148,2010,0.022
WT1,148,2010,0.024
WT1,148,2010,0.034
WT1,148,2010,0.035
WT1,148,2010,0.044
WT1,148,2010,0.059
WT1,148,2010,0.061
WT1,148,2010,0.075
WT1,148,2010,0.101
WT1,148,2010,0.113
WT1,148,2011,0.009
WT1,148,2011,0.014
WT1,148,2011,0.022
WT1,148,2011,0.028
WT1,148,2011,0.028
WT1,148,2011,0.028
WT1,148,2011,0.047
WT1,148,2011,0.092
WT1,148,2012,0.011
WT1,148,2012,0.028
WT1,148,2012,0.028
WT1,148,2012,0.044
WT1,148,2012,0.045
WT1,148,2012,0.055
WT1,148,2012,0.057
WT1,148,2012,0.06
WT1,148,2012,0.061
WT1,148,2012,0.064
WT1,148,2012,0.086
WT1,148,2012,0.103
WT1,148,2013,0.049
WT1,148,2013,0.05
WT1,148,2014,0.031
WT1,148,2014,0.038
WT1,148,2014,0.04
WT1,148,2014,0.052
WT1,148,2014,0.056
WT1,148,2014,0.062
WT1,148,2015,0.031
WT1,148,2015,0.035
WT1,148,2015,0.042
WT1,148,2015,0.044
WT1,148,2015,0.047
WT1,148,2015,0.052
WT1,148,2015,0.056
WT1,148,2015,0.061
WT1,148,2015,0.074
WT1,148,2015,0.075
WT1,148,2016,0.034
WT1,148,2016,0.042
WT1,148,2016,0.046
WT1,148,2016,0.049
WT1,148,2016,0.05
WT1,148,2016,0.054
WT1,148,2016,0.088
WT1,148,2016,0.1
WT1,148,2017,0.044
WT1,148,2017,0.075
WT1,148,2018,0.012
WT1,148,2018,0.025
WT1,148,2018,0.026
WT1,148,2018,0.026
WT1,148,2018,0.032
WT1,148,2019,0.013
WT1,148,2019,0.018
WT1,148,2019,0.023
WT1,148,2019,0.023
WT1,148,2019,0.024
WT1,148,2019,0.033
WT1,148,2019,0.034
WT1,148,2020,0.037
WT2,77,2000,0.017
WT2,77,2000,0.018
WT2,77,2000,0.019
WT2,77,2000,0.019
WT2,77,2000,0.023
WT2,77,2000,0.024
WT2,77,2000,0.026
WT2,77,2000,0.047
WT2,77,2001,0.022
WT2,77,2001,0.022
WT2,77,2001,0.023
WT2,77,2001,0.024
WT2,77,2001,0.026
WT2,77,2001,0.027
WT2,77,2001,0.027
WT2,77,2001,0.029
WT2,77,2001,0.033
WT2,77,2002,0.016
WT2,77,2002,0.032
WT2,77,2003,0.016
WT2,77,2003,0.018
WT2,77,2003,0.019
WT2,77,2003,0.019
WT2,77,2003,0.02
WT2,77,2003,0.025
WT2,77,2003,0.029
WT2,77,2003,0.031
WT2,77,2003,0.032
WT2,77,2004,0.013
WT2,77,2004,0.014
WT2,77,2004,0.015
WT2,77,2004,0.019
WT2,77,2004,0.02
WT2,77,2004,0.021
WT2,77,2004,0.024
WT2,77,2004,0.025
WT2,77,2004,0.027
WT2,77,2004,0.035
WT2,77,2004,0.036
WT2,77,2004,0.038
WT2,77,2005,0.014
WT2,77,2005,0.016
WT2,77,2005,0.017
WT2,77,2005,0.017
WT2,77,2005,0.021
WT2,77,2005,0.023
WT2,77,2005,0.034
WT2,77,2005,0.036
WT2,77,2006,0.01
WT2,77,2006,0.012
WT2,77,2006,0.013
WT2,77,2006,0.013
WT2,77,2006,0.014
WT2,77,2006,0.017
WT2,77,2006,0.018
WT2,77,2006,0.021
WT2,77,2006,0.022
WT2,77,2006,0.023
WT2,77,2007,0.012
WT2,77,2007,0.013
WT2,77,2007,0.014
WT2,77,2007,0.018
WT2,77,2007,0.019
WT2,77,2007,0.019
WT2,77,2007,0.021
WT2,77,2007,0.021
WT2,77,2007,0.021
WT2,77,2007,0.022
WT2,77,2007,0.026
WT2,77,2007,0.027
WT2,77,2007,0.028
WT2,77,2007,0.029
WT2,77,2007,0.03
WT2,77,2007,0.03
WT2,77,2007,0.033
WT2,77,2007,0.035
WT2,77,2007,0.054
WT2,77,2008,0.011
WT2,77,2008,0.011
WT2,77,2008,0.013
WT2,77,2008,0.014
WT2,77,2008,0.018
WT2,77,2008,0.019
WT2,77,2008,0.022
WT2,77,2009,0.008
WT2,77,2009,0.01
WT2,77,2009,0.011
WT2,77,2009,0.012
WT2,77,2009,0.013
WT2,77,2009,0.015
WT2,77,2009,0.015
WT2,77,2009,0.016
WT2,77,2009,0.017
WT2,77,2009,0.017
WT2,77,2009,0.018
WT2,77,2009,0.025
WT2,77,2009,0.03
WT2,77,2010,0.01
WT2,77,2010,0.011
WT2,77,2010,0.011
WT2,77,2010,0.013
WT2,77,2010,0.016
WT2,77,2010,0.02
WT2,77,2010,0.02
WT2,77,2010,0.022
WT2,77,2010,0.024
WT2,77,2010,0.028
WT2,77,2010,0.03
WT2,77,2011,0
WT2,77,2012,0.007
WT2,77,2012,0.008
WT2,77,2012,0.011
WT2,77,2012,0.017
WT2,77,2012,0.019
WT2,77,2012,0.026
WT2,77,2013,0.005
WT2,77,2013,0.008
WT2,77,2013,0.01
WT2,77,2013,0.011
WT2,77,2013,0.039
WT2,77,2014,0.013
WT2,77,2014,0.016
WT2,77,2014,0.017
WT2,77,2014,0.017
WT2,77,2014,0.018
WT2,77,2014,0.02
WT2,77,2014,0.02
WT2,77,2014,0.022
WT2,77,2014,0.027
WT2,77,2014,0.029
WT2,77,2014,0.031
WT2,77,2014,0.035
WT2,77,2015,0.01
WT2,77,2015,0.014
WT2,77,2015,0.014
WT2,77,2015,0.016
WT2,77,2015,0.018
WT2,77,2015,0.019
WT2,77,2015,0.021
WT2,77,2015,0.022
WT2,77,2015,0.022
WT2,77,2015,0.025
WT2,77,2015,0.027
WT2,77,2016,0.005
WT2,77,2016,0.008
WT2,77,2016,0.009
WT2,77,2016,0.01
WT2,77,2016,0.012
WT2,77,2016,0.012
WT2,77,2016,0.016
WT2,77,2016,0.019
WT2,77,2017,0.012
WT2,77,2017,0.014
WT2,77,2017,0.019
WT2,77,2017,0.023
WT2,77,2017,0.029
WT2,77,2017,0.032
WT2,77,2017,0.034
WT2,77,2017,0.053
WT2,77,2018,0.018
WT2,77,2019,0.008
WT2,77,2019,0.014
WT2,77,2019,0.015
WT2,77,2019,0.015
WT2,77,2019,0.016
WT2,77,2019,0.017
WT2,77,2019,0.021
WT2,77,2019,0.024
WT2,77,2019,0.026
WT2,77,2019,0.056
WT2,77,2020,0.007
WT2,77,2020,0.007
WT2,77,2020,0.009
WT2,77,2020,0.009
WT2,77,2020,0.01
WT2,77,2020,0.012
WT2,77,2020,0.012
WT2,77,2020,0.013
WT2,77,2020,0.014
WT2,77,2020,0.014
WT2,77,2020,0.015
WT2,77,2020,0.015
WT2,78,2000,0.025
WT2,78,2000,0.027
WT2,78,2000,0.027
WT2,78,2000,0.028
WT2,78,2000,0.031
WT2,78,2000,0.035
WT2,78,2000,0.04
WT2,78,2000,0.04
WT2,78,2001,0.027
WT2,78,2001,0.035
WT2,78,2002,0
WT2,78,2003,0.017
WT2,78,2003,0.018
WT2,78,2003,0.021
WT2,78,2003,0.025
WT2,78,2003,0.026
WT2,78,2003,0.026
WT2,78,2003,0.032
WT2,78,2003,0.033
WT2,78,2003,0.035
WT2,78,2004,0.021
WT2,78,2004,0.023
WT2,78,2004,0.027
WT2,78,2004,0.027
WT2,78,2004,0.028
WT2,78,2004,0.031
WT2,78,2004,0.031
WT2,78,2004,0.032
WT2,78,2004,0.034
WT2,78,2004,0.04
WT2,78,2005,0.015
WT2,78,2005,0.022
WT2,78,2005,0.026
WT2,78,2005,0.029
WT2,78,2005,0.029
WT2,78,2005,0.036
WT2,78,2006,0.019
WT2,78,2006,0.033
WT2,78,2007,0.019
WT2,78,2007,0.021
WT2,78,2007,0.022
WT2,78,2007,0.026
WT2,78,2007,0.028
WT2,78,2007,0.03
WT2,78,2007,0.033
WT2,78,2007,0.035
WT2,78,2007,0.037
WT2,78,2007,0.052
WT2,78,2008,0.018
WT2,78,2008,0.02
WT2,78,2008,0.021
WT2,78,2008,0.024
WT2,78,2008,0.024
WT2,78,2008,0.025
WT2,78,2008,0.03
WT2,78,2009,0.008
WT2,78,2009,0.015
WT2,78,2010,0.011
WT2,78,2010,0.012
WT2,78,2010,0.013
WT2,78,2010,0.018
WT2,78,2010,0.018
WT2,78,2010,0.019
WT2,78,2010,0.02
WT2,78,2010,0.02
WT2,78,2010,0.021
WT2,78,2010,0.022
WT2,78,2010,0.022
